locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
HGI48_RS11165	HGI48_RS11165	1	NZ_CP051429	2428866	2429129	-		type II toxin-antitoxin system ParD family antitoxin
HGI48_RS11170	HGI48_RS11170	1	NZ_CP051429	2429234	2429446	+		type I toxin-antitoxin system SymE family toxin
HGI48_RS11175	HGI48_RS11175	1	NZ_CP051429	2429487	2429840	-		hypothetical protein
HGI48_RS11180	HGI48_RS11180	7	NZ_CP051429	2429840	2431802	-		VENN motif pre-toxin domain-containing protein
HGI48_RS11185	HGI48_RS11185	7	NZ_CP051429	2431836	2439809	-		hemagglutinin repeat-containing protein
HGI48_RS11190	HGI48_RS11190	1	NZ_CP051429	2441273	2441509	+		hypothetical protein
HGI48_RS11195	HGI48_RS11195	1	NZ_CP051429	2442024	2443274	-		D-amino acid dehydrogenase
HGI48_RS11200	HGI48_RS11200	1	NZ_CP051429	2443591	2445126	+		SpoVR family protein
HGI48_RS11205	HGI48_RS11205	1	NZ_CP051429	2445237	2445956	-		fatty acid metabolism transcriptional regulator FadR
HGI48_RS11210	HGI48_RS11210	7	NZ_CP051429	2446191	2446360	+		hypothetical protein
HGI48_RS11215	HGI48_RS11215	1	NZ_CP051429	2446364	2446540	+		hypothetical protein
HGI48_RS11220	HGI48_RS11220	1	NZ_CP051429	2446809	2447339	+		disulfide bond formation protein DsbB
HGI48_RS11225	HGI48_RS11225	1	NZ_CP051429	2447548	2448009	-		YcgN family cysteine cluster protein
HGI48_RS11230	HGI48_RS11230	1	NZ_CP051429	2448099	2448755	-		fumarylacetoacetate hydrolase family protein
HGI48_RS11235	HGI48_RS11235	1	NZ_CP051429	2449253	2449528	-		YcgL domain-containing protein
HGI48_RS11240	HGI48_RS11240	1	NZ_CP051429	2449665	2450363	+		septum site-determining protein MinC
HGI48_RS11245	HGI48_RS11245	1	NZ_CP051429	2450384	2451196	+		septum site-determining protein MinD
HGI48_RS11250	HGI48_RS11250	1	NZ_CP051429	2451200	2451481	+		cell division topological specificity factor MinE
HGI48_RS11255	HGI48_RS11255	1	NZ_CP051429	2451554	2452675	-		ribonuclease D
HGI48_RS11260	HGI48_RS11260	1	NZ_CP051429	2452875	2454545	-		long-chain-fatty-acid--CoA ligase FadD
HGI48_RS11265	HGI48_RS11265	1	NZ_CP051429	2454795	2455379	-		Slp family lipoprotein
HGI48_RS11270	HGI48_RS11270	1	NZ_CP051429	2455562	2456263	-		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
HGI48_RS11275	HGI48_RS11275	1	NZ_CP051429	2456329	2458248	-		ATP-dependent DNA helicase
HGI48_RS11280	HGI48_RS11280	1	NZ_CP051429	2458454	2458801	+		RidA family protein
HGI48_RS11285	HGI48_RS11285	1	NZ_CP051429	2458850	2459041	-		YoaH family protein
HGI48_RS11290	HGI48_RS11290	1	NZ_CP051429	2459188	2460558	+		aminodeoxychorismate synthase component 1
HGI48_RS11295	HGI48_RS11295	1	NZ_CP051429	2460574	2461197	+		CoA pyrophosphatase
HGI48_RS11300	HGI48_RS11300	1	NZ_CP051429	2461431	2462792	+		L-serine ammonia-lyase
HGI48_RS11305	HGI48_RS11305	1	NZ_CP051429	2462863	2464443	-		MCP four helix bundle domain-containing protein
HGI48_RS11310	HGI48_RS11310	1	NZ_CP051429	2464779	2466332	-		TerC family protein
HGI48_RS11315	HGI48_RS11315	1	NZ_CP051429	2466914	2467870	+		PTS mannose transporter subunit IIAB
HGI48_RS11320	HGI48_RS11320	1	NZ_CP051429	2467939	2468736	+		PTS mannose/fructose/sorbose transporter subunit IIC
HGI48_RS11325	HGI48_RS11325	1	NZ_CP051429	2468751	2469587	+		PTS mannose transporter subunit IID
HGI48_RS11330	HGI48_RS11330	1	NZ_CP051429	2469700	2470158	+		DUF986 domain-containing protein
HGI48_RS11335	HGI48_RS11335	1	NZ_CP051429	2470546	2471118	+		manganese efflux pump MntP
HGI48_RS11340	HGI48_RS11340	1	NZ_CP051429	2471155	2471967	-		23S rRNA (guanine(745)-N(1))-methyltransferase
HGI48_RS11345	HGI48_RS11345	1	NZ_CP051429	2472063	2472272	-		transcription antiterminator/RNA stability regulator CspE
HGI48_RS11350	HGI48_RS11350	1	NZ_CP051429	2472312	2472428	-		DUF2627 domain-containing protein
HGI48_RS11355	HGI48_RS11355	1	NZ_CP051429	2473562	2474419	+		fructosamine kinase family protein
HGI48_RS11360	HGI48_RS11360	1	NZ_CP051429	2474462	2475010	-		YniB family protein
HGI48_RS11365	HGI48_RS11365	1	NZ_CP051429	2475265	2475597	-		cupin domain-containing protein
HGI48_RS11370	HGI48_RS11370	1	NZ_CP051429	2475921	2476757	+		5-dehydro-4-deoxy-D-glucuronate isomerase
HGI48_RS11375	HGI48_RS11375	1	NZ_CP051429	2476938	2477699	+		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD
HGI48_RS11380	HGI48_RS11380	1	NZ_CP051429	2477961	2479592	+		pectate lyase
HGI48_RS11385	HGI48_RS11385	1	NZ_CP051429	2479637	2480527	+		sugar ABC transporter permease
HGI48_RS11390	HGI48_RS11390	1	NZ_CP051429	2480520	2481422	+		carbohydrate ABC transporter permease
HGI48_RS11395	HGI48_RS11395	1	NZ_CP051429	2481436	2482563	+		sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
HGI48_RS11400	HGI48_RS11400	1	NZ_CP051429	2482578	2483870	+		carbohydrate ABC transporter substrate-binding protein
HGI48_RS11405	HGI48_RS11405	1	NZ_CP051429	2484120	2484839	+		oligogalacturonate-specific porin KdgM
HGI48_RS11410	HGI48_RS11410	1	NZ_CP051429	2485117	2486085	+		alpha/beta hydrolase
HGI48_RS11415	HGI48_RS11415	1	NZ_CP051429	2486163	2486741	+		metal-dependent hydrolase
HGI48_RS11420	HGI48_RS11420	1	NZ_CP051429	2486879	2488270	+		L-cystine transporter
HGI48_RS11425	HGI48_RS11425	1	NZ_CP051429	2488335	2488664	-		osmotically-inducible lipoprotein OsmE
HGI48_RS11430	HGI48_RS11430	1	NZ_CP051429	2488888	2489712	+		ammonia-dependent NAD(+) synthetase
HGI48_RS11435	HGI48_RS11435	1	NZ_CP051429	2489869	2490780	+		aromatic amino acid DMT transporter YddG
HGI48_RS11440	HGI48_RS11440	1	NZ_CP051429	2490854	2491261	+		nitrous oxide-stimulated promoter family protein
HGI48_RS11445	HGI48_RS11445	1	NZ_CP051429	2491280	2491579	-		integration host factor subunit alpha
HGI48_RS11450	HGI48_RS11450	1	NZ_CP051429	2491583	2493970	-		phenylalanine--tRNA ligase subunit beta
HGI48_RS11455	HGI48_RS11455	1	NZ_CP051429	2493986	2494969	-		phenylalanine--tRNA ligase subunit alpha
HGI48_RS11460	HGI48_RS11460	1	NZ_CP051429	2495149	2495193	-		pheST operon leader peptide PheM
HGI48_RS11465	HGI48_RS11465	1	NZ_CP051429	2495356	2495712	-		50S ribosomal protein L20
HGI48_RS11470	HGI48_RS11470	1	NZ_CP051429	2495756	2495953	-		50S ribosomal protein L35
HGI48_RS11475	HGI48_RS11475	1	NZ_CP051429	2496049	2496591	-		translation initiation factor IF-3
HGI48_RS11480	HGI48_RS11480	1	NZ_CP051429	2496595	2498523	-		threonine--tRNA ligase
HGI48_RS11485	HGI48_RS11485	1	NZ_CP051429	2498869	2499159	-		YebO family protein
HGI48_RS11490	HGI48_RS11490	1	NZ_CP051429	2499327	2500118	-		DNA-binding transcriptional regulator KdgR
HGI48_RS11495	HGI48_RS11495	1	NZ_CP051429	2500330	2501496	-		oligogalacturonate lyase family protein
HGI48_RS11500	HGI48_RS11500	7	NZ_CP051429	2501840	2503321	+		IS1182 family transposase
HGI48_RS11505	HGI48_RS11505	1	NZ_CP051429	2503406	2504290	-		protease HtpX
HGI48_RS11510	HGI48_RS11510	1	NZ_CP051429	2504756	2506927	-		EAL domain-containing protein
HGI48_RS11515	HGI48_RS11515	1	NZ_CP051429	2507840	2509093	-		NADP-dependent isocitrate dehydrogenase
HGI48_RS11520	HGI48_RS11520	1	NZ_CP051429	2509225	2509851	+		23S rRNA pseudouridine(2457) synthase RluE
HGI48_RS11525	HGI48_RS11525	1	NZ_CP051429	2509844	2510302	+		NUDIX hydrolase
HGI48_RS11530	HGI48_RS11530	1	NZ_CP051429	2510494	2511606	+		tRNA 2-thiouridine(34) synthase MnmA
HGI48_RS11535	HGI48_RS11535	1	NZ_CP051429	2511980	2512612	+		high frequency lysogenization protein HflD
HGI48_RS11540	HGI48_RS11540	1	NZ_CP051429	2512818	2514185	+		adenylosuccinate lyase
HGI48_RS11545	HGI48_RS11545	1	NZ_CP051429	2514395	2515063	+		two-component system response regulator PhoP
HGI48_RS11550	HGI48_RS11550	1	NZ_CP051429	2515088	2516551	+		two-component system sensor histidine kinase PhoQ
HGI48_RS11555	HGI48_RS11555	1	NZ_CP051429	2516748	2517869	+		cupin domain-containing protein
HGI48_RS11560	HGI48_RS11560	1	NZ_CP051429	2518011	2519279	-		peptidase T
HGI48_RS11565	HGI48_RS11565	1	NZ_CP051429	2519524	2519745	-		FeoC-like transcriptional regulator
HGI48_RS11570	HGI48_RS11570	1	NZ_CP051429	2519783	2522107	-		Fe(2+) transporter permease subunit FeoB
HGI48_RS11575	HGI48_RS11575	1	NZ_CP051429	2522130	2522357	-		ferrous iron transport protein A
HGI48_RS11580	HGI48_RS11580	1	NZ_CP051429	2522468	2522707	-		ferrous iron transport protein A
HGI48_RS11585	HGI48_RS11585	1	NZ_CP051429	2522827	2523033	-		hypothetical protein
HGI48_RS11590	HGI48_RS11590	1	NZ_CP051429	2523380	2523685	-		type II toxin-antitoxin system RelE/ParE family toxin
HGI48_RS11595	HGI48_RS11595	1	NZ_CP051429	2523682	2523966	-		damage-inducible protein J
HGI48_RS11600	HGI48_RS11600	1	NZ_CP051429	2524005	2524229	+		hypothetical protein
HGI48_RS11605	HGI48_RS11605	1	NZ_CP051429	2524491	2524757	-		hypothetical protein
HGI48_RS11610	HGI48_RS11610	7	NZ_CP051429	2525564	2536548	-		hemagglutinin repeat-containing protein
HGI48_RS11615	HGI48_RS11615	1	NZ_CP051429	2536644	2538320	-		ShlB/FhaC/HecB family hemolysin secretion/activation protein
HGI48_RS11620	HGI48_RS11620	1	NZ_CP051429	2538734	2539129	+		cupin domain-containing protein
HGI48_RS11625	HGI48_RS11625	1	NZ_CP051429	2539226	2540248	-		harpin HrpZ family protein
HGI48_RS11630	HGI48_RS11630	1	NZ_CP051429	2540409	2540819	-		hypothetical protein
HGI48_RS11635	HGI48_RS11635	1	NZ_CP051429	2540816	2541004	-		type III secretion protein HrpT
HGI48_RS11640	HGI48_RS11640	1	NZ_CP051429	2541084	2543159	-		type III secretion system outer membrane ring subunit SctC
HGI48_RS11645	HGI48_RS11645	1	NZ_CP051429	2543152	2543586	-		CesT family type III secretion system chaperone
HGI48_RS11650	HGI48_RS11650	1	NZ_CP051429	2543573	2543800	-		serine kinase
HGI48_RS11655	HGI48_RS11655	1	NZ_CP051429	2543996	2546599	-		hypothetical protein
HGI48_RS11660	HGI48_RS11660	1	NZ_CP051429	2546603	2549152	-		hypothetical protein
HGI48_RS11665	HGI48_RS11665	1	NZ_CP051429	2549320	2550369	-		phospholipase
HGI48_RS11670	HGI48_RS11670	1	NZ_CP051429	2551045	2552358	-		lytic murein transglycosylase
HGI48_RS11675	HGI48_RS11675	1	NZ_CP051429	2552572	2553174	-		type III secretion system stator protein SctL
HGI48_RS11680	HGI48_RS11680	1	NZ_CP051429	2553281	2553874	-		serine kinase
HGI48_RS11685	HGI48_RS11685	1	NZ_CP051429	2553877	2554659	-		type III secretion inner membrane ring lipoprotein SctJ
HGI48_RS11690	HGI48_RS11690	1	NZ_CP051429	2554827	2555228	-		EscI/YscI/HrpB family type III secretion system inner rod protein
HGI48_RS11695	HGI48_RS11695	1	NZ_CP051429	2555310	2555516	-		ATP-dependent helicase HrpA
HGI48_RS11700	HGI48_RS11700	1	NZ_CP051429	2555683	2556666	-		sigma-54-dependent Fis family transcriptional regulator
HGI48_RS11705	HGI48_RS11705	1	NZ_CP051429	2557044	2557685	-		response regulator
HGI48_RS11710	HGI48_RS11710	1	NZ_CP051429	2557718	2559184	-		PAS domain-containing protein
HGI48_RS11715	HGI48_RS11715	1	NZ_CP051429	2559450	2560004	-		RNA polymerase sigma factor
HGI48_RS11720	HGI48_RS11720	1	NZ_CP051429	2560327	2561496	+		type III secretion system gatekeeper subunit SctW
HGI48_RS11725	HGI48_RS11725	1	NZ_CP051429	2561500	2563602	+		type III secretion system export apparatus subunit SctV
HGI48_RS11730	HGI48_RS11730	1	NZ_CP051429	2563614	2564576	+		type III secretion system inner membrane ring subunit SctD
HGI48_RS11735	HGI48_RS11735	1	NZ_CP051429	2564576	2565955	+		type III secretion system ATPase SctN
HGI48_RS11740	HGI48_RS11740	1	NZ_CP051429	2565942	2566421	+		type III secretion protein
HGI48_RS11745	HGI48_RS11745	1	NZ_CP051429	2566418	2566942	+		HrpP protein
HGI48_RS11750	HGI48_RS11750	1	NZ_CP051429	2566939	2568162	+		FliM/FliN family flagellar motor switch protein
HGI48_RS11755	HGI48_RS11755	1	NZ_CP051429	2568159	2568812	+		type III secretion system export apparatus subunit SctR
HGI48_RS11760	HGI48_RS11760	1	NZ_CP051429	2568820	2569080	+		type III secretion system export apparatus subunit SctS
HGI48_RS11765	HGI48_RS11765	1	NZ_CP051429	2569088	2569891	+		type III secretion system export apparatus subunit SctT
HGI48_RS11770	HGI48_RS11770	1	NZ_CP051429	2569934	2571013	+		type III secretion system export apparatus subunit SctU
HGI48_RS11775	HGI48_RS11775	1	NZ_CP051429	2571259	2572488	+		peptide antibiotic transporter SbmA
HGI48_RS11780	HGI48_RS11780	1	NZ_CP051429	2573037	2575013	+		methyl-accepting chemotaxis protein
HGI48_RS11785	HGI48_RS11785	1	NZ_CP051429	2575065	2575979	-		4-hydroxy-tetrahydrodipicolinate synthase
HGI48_RS11790	HGI48_RS11790	1	NZ_CP051429	2576022	2576699	-		TetR family transcriptional regulator
HGI48_RS11795	HGI48_RS11795	1	NZ_CP051429	2576779	2578035	-		D-amino acid dehydrogenase
HGI48_RS11800	HGI48_RS11800	1	NZ_CP051429	2578032	2578223	-		hypothetical protein
HGI48_RS11805	HGI48_RS11805	1	NZ_CP051429	2578269	2579048	-		SDR family oxidoreductase
HGI48_RS11810	HGI48_RS11810	1	NZ_CP051429	2579072	2580751	-		ABC transporter ATP-binding protein
HGI48_RS11815	HGI48_RS11815	1	NZ_CP051429	2580748	2581656	-		ABC transporter permease
HGI48_RS11820	HGI48_RS11820	1	NZ_CP051429	2581658	2582644	-		ABC transporter permease
HGI48_RS11825	HGI48_RS11825	1	NZ_CP051429	2582727	2584313	-		ABC transporter substrate-binding protein
HGI48_RS11830	HGI48_RS11830	1	NZ_CP051429	2584486	2584701	+		hypothetical protein
HGI48_RS11835	HGI48_RS11835	1	NZ_CP051429	2584698	2585876	-		MFS transporter
HGI48_RS11840	HGI48_RS11840	1	NZ_CP051429	2586011	2586829	-		ABC transporter permease
HGI48_RS11845	HGI48_RS11845	1	NZ_CP051429	2586863	2588134	-		ABC transporter permease
HGI48_RS11850	HGI48_RS11850	1	NZ_CP051429	2588171	2589202	-		polyamine ABC transporter substrate-binding protein
HGI48_RS11855	HGI48_RS11855	1	NZ_CP051429	2589518	2590978	-		NAD-dependent succinate-semialdehyde dehydrogenase
HGI48_RS11860	HGI48_RS11860	1	NZ_CP051429	2590993	2592258	-		4-aminobutyrate--2-oxoglutarate transaminase
HGI48_RS11865	HGI48_RS11865	1	NZ_CP051429	2592385	2593872	+		PLP-dependent aminotransferase family protein
HGI48_RS11870	HGI48_RS11870	1	NZ_CP051429	2594311	2595405	+		ABC transporter ATP-binding protein
HGI48_RS11875	HGI48_RS11875	1	NZ_CP051429	2595618	2595848	+		tautomerase PptA
HGI48_RS11880	HGI48_RS11880	1	NZ_CP051429	2596113	2596481	-		winged helix-turn-helix transcriptional regulator
HGI48_RS11885	HGI48_RS11885	1	NZ_CP051429	2596582	2597328	+		NAD(P)-binding domain-containing protein
HGI48_RS11890	HGI48_RS11890	1	NZ_CP051429	2597684	2598535	+		LysR family transcriptional regulator
HGI48_RS11895	HGI48_RS11895	1	NZ_CP051429	2598671	2599411	+		SDR family oxidoreductase
HGI48_RS11900	HGI48_RS11900	1	NZ_CP051429	2599895	2600575	+		hydroxyacid dehydrogenase
HGI48_RS11905	HGI48_RS11905	7	NZ_CP051429	2600659	2600819	+		transposase
HGI48_RS11910	HGI48_RS11910	1	NZ_CP051429	2601127	2602104	+		DUF1852 domain-containing protein
HGI48_RS11915	HGI48_RS11915	1	NZ_CP051429	2602132	2603163	+		methionine synthase
HGI48_RS11920	HGI48_RS11920	7	NZ_CP051429	2603222	2603428	+		glutamine amidotransferase
HGI48_RS11925	HGI48_RS11925	1	NZ_CP051429	2603563	2604918	-		alkyl/aryl-sulfatase
HGI48_RS11930	HGI48_RS11930	1	NZ_CP051429	2605038	2605481	-		alpha/beta hydrolase
HGI48_RS11935	HGI48_RS11935	1	NZ_CP051429	2605601	2606512	+		LysR family transcriptional regulator
HGI48_RS11940	HGI48_RS11940	1	NZ_CP051429	2606481	2607080	-		substrate binding domain-containing protein
HGI48_RS11945	HGI48_RS11945	1	NZ_CP051429	2607101	2607478	-		type II toxin-antitoxin system death-on-curing family toxin
HGI48_RS11950	HGI48_RS11950	1	NZ_CP051429	2607475	2607696	-		type II toxin-antitoxin system prevent-host-death family antitoxin
HGI48_RS11955	HGI48_RS11955	1	NZ_CP051429	2608080	2608460	-		antibiotic biosynthesis monooxygenase
HGI48_RS11960	HGI48_RS11960	1	NZ_CP051429	2608527	2609420	-		NAD(P)/FAD-dependent oxidoreductase
HGI48_RS11965	HGI48_RS11965	1	NZ_CP051429	2609547	2610200	+		TetR/AcrR family transcriptional regulator
HGI48_RS11970	HGI48_RS11970	1	NZ_CP051429	2610459	2610890	-		VOC family protein
HGI48_RS11975	HGI48_RS11975	1	NZ_CP051429	2611000	2611596	+		TetR/AcrR family transcriptional regulator
HGI48_RS11980	HGI48_RS11980	1	NZ_CP051429	2611748	2612740	-		hypothetical protein
HGI48_RS11985	HGI48_RS11985	1	NZ_CP051429	2612789	2612944	-		hypothetical protein
HGI48_RS11990	HGI48_RS11990	1	NZ_CP051429	2613560	2614708	-		L-threonine dehydrogenase
HGI48_RS11995	HGI48_RS11995	1	NZ_CP051429	2614989	2615549	+		NUDIX domain-containing protein
HGI48_RS12000	HGI48_RS12000	1	NZ_CP051429	2615621	2616298	-		respiratory nitrate reductase subunit gamma
HGI48_RS12005	HGI48_RS12005	1	NZ_CP051429	2616298	2617017	-		nitrate reductase molybdenum cofactor assembly chaperone
HGI48_RS12010	HGI48_RS12010	1	NZ_CP051429	2617014	2618576	-		nitrate reductase subunit beta
HGI48_RS12015	HGI48_RS12015	1	NZ_CP051429	2618573	2622346	-		nitrate reductase subunit alpha
HGI48_RS12020	HGI48_RS12020	1	NZ_CP051429	2622711	2623601	-		LysR family transcriptional regulator
HGI48_RS12025	HGI48_RS12025	1	NZ_CP051429	2623706	2624734	+		CAR family subclass B3 metallo-beta-lactamase
HGI48_RS12030	HGI48_RS12030	1	NZ_CP051429	2624817	2626208	-		NarK family nitrate/nitrite MFS transporter
HGI48_RS12035	HGI48_RS12035	1	NZ_CP051429	2626629	2628440	+		nitrate/nitrite two-component system sensor histidine kinase NarX
HGI48_RS12040	HGI48_RS12040	1	NZ_CP051429	2628433	2629080	+		two-component system response regulator NarL
HGI48_RS12045	HGI48_RS12045	1	NZ_CP051429	2629390	2630658	+		acyltransferase
HGI48_RS12050	HGI48_RS12050	1	NZ_CP051429	2630889	2631944	+		DUF481 domain-containing protein
HGI48_RS12055	HGI48_RS12055	1	NZ_CP051429	2632115	2634136	-		carboxy terminal-processing peptidase
HGI48_RS12060	HGI48_RS12060	1	NZ_CP051429	2634156	2634887	-		RNA chaperone ProQ
HGI48_RS12065	HGI48_RS12065	1	NZ_CP051429	2634972	2635478	-		GAF domain-containing protein
HGI48_RS12070	HGI48_RS12070	1	NZ_CP051429	2635778	2637016	+		membrane integrity lipid transport subunit YebS
HGI48_RS12075	HGI48_RS12075	1	NZ_CP051429	2637054	2639684	+		MCE family protein
HGI48_RS12080	HGI48_RS12080	1	NZ_CP051429	2639794	2641242	+		16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF
HGI48_RS12085	HGI48_RS12085	1	NZ_CP051429	2641342	2641533	+		YebW family protein
HGI48_RS12090	HGI48_RS12090	1	NZ_CP051429	2641650	2643647	-		HAMP domain-containing protein
HGI48_RS12095	HGI48_RS12095	1	NZ_CP051429	2644313	2645125	-		helix-turn-helix domain-containing protein
HGI48_RS12100	HGI48_RS12100	1	NZ_CP051429	2645280	2645750	+		hypothetical protein
HGI48_RS12105	HGI48_RS12105	1	NZ_CP051429	2645747	2646277	+		replication protein B
HGI48_RS12110	HGI48_RS12110	1	NZ_CP051429	2646399	2646629	+		DUF2732 family protein
HGI48_RS12115	HGI48_RS12115	1	NZ_CP051429	2646629	2646853	+		TraR/DksA family transcriptional regulator
HGI48_RS12120	HGI48_RS12120	1	NZ_CP051429	2646986	2649145	+		replication endonuclease
HGI48_RS12125	HGI48_RS12125	1	NZ_CP051429	2649209	2649430	+		hypothetical protein
HGI48_RS12130	HGI48_RS12130	1	NZ_CP051429	2649990	2650193	+		tail protein X
HGI48_RS12135	HGI48_RS12135	1	NZ_CP051429	2650269	2650730	+		phage tail protein
HGI48_RS12140	HGI48_RS12140	1	NZ_CP051429	2651048	2651191	+		hypothetical protein
HGI48_RS12145	HGI48_RS12145	1	NZ_CP051429	2651284	2651925	+		phage baseplate assembly protein V
HGI48_RS12150	HGI48_RS12150	1	NZ_CP051429	2651922	2652272	+		GPW/gp25 family protein
HGI48_RS12155	HGI48_RS12155	1	NZ_CP051429	2652277	2653185	+		baseplate assembly protein
HGI48_RS12160	HGI48_RS12160	1	NZ_CP051429	2653178	2653789	+		phage tail protein I
HGI48_RS12165	HGI48_RS12165	1	NZ_CP051429	2654044	2655204	+		phage tail protein
HGI48_RS12170	HGI48_RS12170	1	NZ_CP051429	2655588	2656934	-		aromatic acid/H+ symport family MFS transporter
HGI48_RS12175	HGI48_RS12175	1	NZ_CP051429	2657098	2658453	-		esterase-like activity of phytase family protein
HGI48_RS12180	HGI48_RS12180	1	NZ_CP051429	2658627	2659040	-		tail fiber protein
HGI48_RS12185	HGI48_RS12185	1	NZ_CP051429	2659137	2659697	+		recombinase family protein
HGI48_RS12190	HGI48_RS12190	1	NZ_CP051429	2659876	2660454	+		tail fiber protein
HGI48_RS12195	HGI48_RS12195	1	NZ_CP051429	2660457	2661068	+		tail fiber assembly protein
HGI48_RS12200	HGI48_RS12200	1	NZ_CP051429	2661293	2662462	+		phage tail sheath protein
HGI48_RS12205	HGI48_RS12205	1	NZ_CP051429	2662477	2662995	+		phage major tail tube protein
HGI48_RS12210	HGI48_RS12210	1	NZ_CP051429	2663056	2663346	+		phage tail assembly protein
HGI48_RS12215	HGI48_RS12215	1	NZ_CP051429	2663343	2663498	+		GpE family phage tail protein
HGI48_RS12220	HGI48_RS12220	1	NZ_CP051429	2663491	2664576	+		hypothetical protein
HGI48_RS12225	HGI48_RS12225	1	NZ_CP051429	2664587	2665081	+		phage tail protein
HGI48_RS12230	HGI48_RS12230	1	NZ_CP051429	2665078	2666256	+		late control D family protein
HGI48_RS12235	HGI48_RS12235	1	NZ_CP051429	2666353	2666544	+		ogr/Delta-like zinc finger family protein
HGI48_RS12240	HGI48_RS12240	1	NZ_CP051429	2666935	2668236	+		guanine deaminase
HGI48_RS12245	HGI48_RS12245	1	NZ_CP051429	2668511	2670325	+		diguanylate cyclase
HGI48_RS12250	HGI48_RS12250	1	NZ_CP051429	2670516	2672204	+		Tar ligand binding domain-containing protein
HGI48_RS12255	HGI48_RS12255	1	NZ_CP051429	2672314	2673549	-		alginate lyase family protein
HGI48_RS12260	HGI48_RS12260	1	NZ_CP051429	2674348	2675895	+		PAS domain-containing protein
HGI48_RS12265	HGI48_RS12265	1	NZ_CP051429	2675962	2676261	-		hypothetical protein
HGI48_RS12270	HGI48_RS12270	1	NZ_CP051429	2676592	2677278	-		metallophosphoesterase
HGI48_RS12275	HGI48_RS12275	1	NZ_CP051429	2677441	2679042	-		ABC transporter substrate-binding protein
HGI48_RS12280	HGI48_RS12280	1	NZ_CP051429	2679135	2679818	-		ATP-binding cassette domain-containing protein
HGI48_RS12285	HGI48_RS12285	1	NZ_CP051429	2679811	2680659	-		ABC transporter ATP-binding protein
HGI48_RS12290	HGI48_RS12290	1	NZ_CP051429	2680646	2681506	-		ABC transporter permease subunit
HGI48_RS12295	HGI48_RS12295	1	NZ_CP051429	2681512	2682552	-		ABC transporter permease
HGI48_RS12300	HGI48_RS12300	1	NZ_CP051429	2682695	2683372	-		gamma-glutamylcyclotransferase
HGI48_RS12305	HGI48_RS12305	1	NZ_CP051429	2683960	2685060	+		sodium-potassium/proton antiporter ChaA
HGI48_RS12310	HGI48_RS12310	1	NZ_CP051429	2685344	2687059	+		C4-dicarboxylic acid transporter DauA
HGI48_RS12315	HGI48_RS12315	1	NZ_CP051429	2687117	2687557	-		hypothetical protein
HGI48_RS12320	HGI48_RS12320	1	NZ_CP051429	2687797	2688540	+		two-component system response regulator RstA
HGI48_RS12325	HGI48_RS12325	1	NZ_CP051429	2688537	2689892	+		two-component system sensor histidine kinase RstB
HGI48_RS12330	HGI48_RS12330	1	NZ_CP051429	2689968	2690459	+		acid resistance repetitive basic protein Asr
HGI48_RS12335	HGI48_RS12335	1	NZ_CP051429	2690802	2691620	+		serine protease
HGI48_RS12340	HGI48_RS12340	1	NZ_CP051429	2691925	2693475	+		L-lactate permease
HGI48_RS12345	HGI48_RS12345	1	NZ_CP051429	2693576	2694295	+		(Fe-S)-binding protein
HGI48_RS12350	HGI48_RS12350	1	NZ_CP051429	2694306	2695727	+		iron-sulfur cluster-binding protein
HGI48_RS12355	HGI48_RS12355	1	NZ_CP051429	2695727	2696422	+		LUD domain-containing protein
HGI48_RS12360	HGI48_RS12360	1	NZ_CP051429	2696534	2700421	-		ATP-dependent RNA helicase HrpA
HGI48_RS12365	HGI48_RS12365	1	NZ_CP051429	2700781	2701386	+		FMN-dependent NADH-azoreductase
HGI48_RS12370	HGI48_RS12370	1	NZ_CP051429	2701483	2701746	-		YnbE family lipoprotein
HGI48_RS12375	HGI48_RS12375	1	NZ_CP051429	2701770	2704373	-		YdbH family protein
HGI48_RS12380	HGI48_RS12380	1	NZ_CP051429	2704747	2706300	+		PAS domain-containing protein
HGI48_RS12385	HGI48_RS12385	1	NZ_CP051429	2706433	2706759	-		DUF333 domain-containing protein
HGI48_RS12390	HGI48_RS12390	1	NZ_CP051429	2707074	2709038	+		HAMP domain-containing protein
HGI48_RS12395	HGI48_RS12395	1	NZ_CP051429	2709149	2709646	-		hypothetical protein
HGI48_RS12400	HGI48_RS12400	1	NZ_CP051429	2710186	2710455	-		hypothetical protein
HGI48_RS12405	HGI48_RS12405	1	NZ_CP051429	2710646	2712139	+		hypothetical protein
HGI48_RS12410	HGI48_RS12410	1	NZ_CP051429	2712295	2713236	+		tRNA 2-thiocytidine(32) synthetase TtcA
HGI48_RS12415	HGI48_RS12415	1	NZ_CP051429	2713624	2714610	-		zinc transporter ZntB
HGI48_RS12420	HGI48_RS12420	1	NZ_CP051429	2714771	2716369	-		oligopeptide ABC transporter substrate-binding protein OppA
HGI48_RS12425	HGI48_RS12425	7	NZ_CP051429	2716765	2717012	+		hypothetical protein
HGI48_RS12430	HGI48_RS12430	1	NZ_CP051429	2717068	2717571	+		thiol peroxidase
